Discharge,Feelings and Urge,Pain and Infection,Physical Conditions,Critical Feelings,Disease,Critical
Difficulties in stooling,Urge to urinate,Abdominal Pain,Swollen testicles,Disorientation,Gonorrhea,Critical
Painful Urination,Fever,Muscle Aches,Rashes,Cough and breathing difficulties,Typhoid,Critical
Painful Urination,Fever,Frequent Infection,Rashes,Confusion,Typhoid,Critical
Difficulties in stooling,Fever,Abdominal Pain,Rashes,Cough and breathing difficulties,Typhoid,Critical
Painful Urination,Tired,Anal Itching and Pain,Rashes,Seizures,Typhoid,Critical
Frequent Urination,Tired,Swollen genitals,Rose spots,Slow heart rate and pulse,Diabetes,Critical
Frequent Urination,Tired,Anal Itching and Pain,Swollen testicles,Seizures,Diabetes,Critical
Painful Urination,Urge to urinate,Anal Itching and Pain,Swollen testicles,Severe pelvic pain,Gonorrhea,Critical
Painful Urination,Fever,Swollen genitals,Rashes,Cough and breathing difficulties,Typhoid,Critical
Frequent Urination,Urge to urinate,Muscle Aches,Excessive Urination and Thirst,Slow heart rate and pulse,Diabetes,Critical
Frequent Urination,Tired,Muscle Aches,Bloody diarrhea,Disorientation,Diabetes,Critical
Painful Urination,Fever,Abdominal Pain,Rose spots,Disorientation,Typhoid,Critical
Painful Urination,Urge to urinate,Blurred Vision,Swollen testicles,Severe pelvic pain,Gonorrhea,Critical
Frequent Urination,Urge to urinate,Anal Itching and Pain,Swollen testicles,Severe pelvic pain,Diabetes,Critical
Painful Urination,Fever,Blurred Vision,Rashes,Slow heart rate and pulse,Typhoid,Critical
Difficulties in stooling,Fever,Blurred Vision,Excessive Urination and Thirst,Seizures,Diabetes,Critical
Frequent Urination,Hunger,Frequent Infection,Swollen testicles,Slow heart rate and pulse,Diabetes,Critical
Frequent Urination,Fever,Swollen genitals,Swollen testicles,Disorientation,Diabetes,Critical
"Yellow,green discharge",Hunger,Muscle Aches,Rose spots,Severe pelvic pain,Gonorrhea,Critical
"Yellow,green discharge",Urge to urinate,Frequent Infection,Swollen testicles,Confusion,Gonorrhea,Critical
"Yellow,green discharge",Tired,Headache,Rose spots,Disorientation,Typhoid,Critical
"Yellow,green discharge",Urge to urinate,Headache,Swollen testicles,Disorientation,Gonorrhea,Critical
"Yellow,green discharge",Fever,Headache,Rashes,Slow heart rate and pulse,Typhoid,Critical
Frequent Urination,Fever,Anal Itching and Pain,Rashes,Cough and breathing difficulties,Diabetes,Critical
Painful Urination,Hunger,Headache,Swollen testicles,Disorientation,Typhoid,Critical
Painful Urination,Tired,Frequent Infection,Bloody diarrhea,Slow heart rate and pulse,Typhoid,Critical
"Yellow,green discharge",Tired,Frequent Infection,Swollen testicles,Confusion,Typhoid,Critical
Frequent Urination,Hunger,Swollen genitals,Bloody diarrhea,Seizures,Diabetes,Critical
Difficulties in stooling,Fever,Blurred Vision,Rashes,Cough and breathing difficulties,Typhoid,Critical
Difficulties in stooling,Fever,Swollen genitals,Rashes,Slow heart rate and pulse,Typhoid,Critical
Difficulties in stooling,Tired,Abdominal Pain,Rose spots,Confusion,Typhoid,Critical
Difficulties in stooling,Urge to urinate,Headache,Swollen testicles,Disorientation,Gonorrhea,Critical
Difficulties in stooling,Fever,Muscle Aches,Rashes,Severe pelvic pain,Gonorrhea,Critical
Difficulties in stooling,Hunger,Frequent Infection,Excessive Urination and Thirst,Slow heart rate and pulse,Diabetes,Critical
Difficulties in stooling,Hunger,Muscle Aches,Bloody diarrhea,Disorientation,Typhoid,Critical
Painful Urination,Hunger,Anal Itching and Pain,Excessive Urination and Thirst,Slow heart rate and pulse,Diabetes,Critical
Painful Urination,Urge to urinate,Swollen genitals,Swollen testicles,Disorientation,Gonorrhea,Critical
Frequent Urination,Hunger,Anal Itching and Pain,Rashes,Severe pelvic pain,Diabetes,Critical
Frequent Urination,Fever,Anal Itching and Pain,Excessive Urination and Thirst,Cough and breathing difficulties,Diabetes,Critical
"Yellow,green discharge",Tired,Headache,Rashes,Slow heart rate and pulse,Typhoid,Critical
Frequent Urination,Fever,Anal Itching and Pain,Rashes,Severe pelvic pain,Diabetes,Critical
"Yellow,green discharge",Fever,Abdominal Pain,Swollen testicles,Slow heart rate and pulse,Typhoid,Critical
Difficulties in stooling,Fever,Anal Itching and Pain,Swollen testicles,Cough and breathing difficulties,Typhoid,Critical
Frequent Urination,Tired,Muscle Aches,Bloody diarrhea,Seizures,Diabetes,Critical
Painful Urination,Urge to urinate,Headache,Rose spots,Severe pelvic pain,Gonorrhea,Critical
Frequent Urination,Urge to urinate,Headache,Rashes,Seizures,Diabetes,Critical
Painful Urination,Urge to urinate,Anal Itching and Pain,Bloody diarrhea,Seizures,Gonorrhea,Critical
Frequent Urination,Fever,Blurred Vision,Rose spots,Disorientation,Diabetes,Critical
"Yellow,green discharge",Urge to urinate,Anal Itching and Pain,Rose spots,Severe pelvic pain,Gonorrhea,Critical
Painful Urination,Hunger,Frequent Infection,Excessive Urination and Thirst,Cough and breathing difficulties,Diabetes,Critical
Difficulties in stooling,Urge to urinate,Anal Itching and Pain,Rose spots,Cough and breathing difficulties,Gonorrhea,Critical
"Yellow,green discharge",Fever,Muscle Aches,Bloody diarrhea,Slow heart rate and pulse,Typhoid,Critical
Frequent Urination,Hunger,Anal Itching and Pain,Rashes,Seizures,Diabetes,Critical
"Yellow,green discharge",Tired,Abdominal Pain,Rose spots,Confusion,Typhoid,Critical
"Yellow,green discharge",Tired,Frequent Infection,Rashes,Disorientation,Typhoid,Critical
Painful Urination,Urge to urinate,Blurred Vision,Excessive Urination and Thirst,Severe pelvic pain,Diabetes,Critical
Frequent Urination,Hunger,Blurred Vision,Swollen testicles,NIL,Diabetes,Critical
Difficulties in stooling,Fever,Frequent Infection,Swollen testicles,Seizures,Typhoid,Critical
Difficulties in stooling,Urge to urinate,Frequent Infection,Bloody diarrhea,Seizures,Gonorrhea,Critical
Difficulties in stooling,Fever,Anal Itching and Pain,Swollen testicles,Confusion,Typhoid,Critical
Painful Urination,Hunger,Headache,Bloody diarrhea,Confusion,Typhoid,Critical
Difficulties in stooling,Tired,Swollen genitals,Bloody diarrhea,Seizures,Typhoid,Critical
"Yellow,green discharge",Hunger,Headache,Swollen testicles,Confusion,Typhoid,Critical
Frequent Urination,Urge to urinate,Blurred Vision,Excessive Urination and Thirst,Seizures,Diabetes,Critical
"Yellow,green discharge",Hunger,Headache,Rose spots,Disorientation,Typhoid,Critical
Difficulties in stooling,Fever,Blurred Vision,Swollen testicles,Seizures,Typhoid,Critical
Painful Urination,Urge to urinate,Headache,Excessive Urination and Thirst,Seizures,Diabetes,Critical
Difficulties in stooling,Hunger,Abdominal Pain,Excessive Urination and Thirst,Confusion,Diabetes,Critical
Painful Urination,Urge to urinate,Headache,Rashes,Seizures,Gonorrhea,Critical
"Yellow,green discharge",Urge to urinate,Muscle Aches,Rose spots,Slow heart rate and pulse,Gonorrhea,Critical
"Yellow,green discharge",Hunger,Muscle Aches,Bloody diarrhea,Slow heart rate and pulse,Typhoid,Critical
Frequent Urination,Hunger,Blurred Vision,Rose spots,Seizures,Diabetes,Critical
Frequent Urination,Urge to urinate,Blurred Vision,Rose spots,Seizures,Diabetes,Critical
Painful Urination,Fever,Swollen genitals,Rashes,Slow heart rate and pulse,Typhoid,Critical
"Yellow,green discharge",Hunger,Muscle Aches,Swollen testicles,Severe pelvic pain,Gonorrhea,Critical
Frequent Urination,Fever,Abdominal Pain,Rose spots,Disorientation,Diabetes,Critical
Difficulties in stooling,Urge to urinate,Muscle Aches,Rashes,Cough and breathing difficulties,Gonorrhea,Critical
"Yellow,green discharge",Hunger,Frequent Infection,Bloody diarrhea,Seizures,Typhoid,Critical
Difficulties in stooling,Fever,Blurred Vision,Bloody diarrhea,Cough and breathing difficulties,Typhoid,Critical
"Yellow,green discharge",Tired,Blurred Vision,Rashes,Disorientation,Typhoid,Critical
Frequent Urination,Urge to urinate,Frequent Infection,Rashes,Slow heart rate and pulse,Diabetes,Critical
Painful Urination,Tired,Frequent Infection,Excessive Urination and Thirst,Confusion,Diabetes,Critical
Painful Urination,Fever,Muscle Aches,Swollen testicles,Severe pelvic pain,Gonorrhea,Critical
Frequent Urination,Tired,Muscle Aches,Rose spots,Slow heart rate and pulse,Diabetes,Critical
Painful Urination,Tired,Headache,Rashes,Cough and breathing difficulties,Typhoid,Critical
Difficulties in stooling,Hunger,Abdominal Pain,Excessive Urination and Thirst,Disorientation,Diabetes,Critical
"Yellow,green discharge",Fever,Abdominal Pain,Bloody diarrhea,Seizures,Typhoid,Critical
Painful Urination,Urge to urinate,Swollen genitals,Rashes,Disorientation,Gonorrhea,Critical
Frequent Urination,Tired,Abdominal Pain,Excessive Urination and Thirst,Seizures,Diabetes,Critical
"Yellow,green discharge",Hunger,Swollen genitals,Bloody diarrhea,Cough and breathing difficulties,Typhoid,Critical
Frequent Urination,Urge to urinate,Abdominal Pain,Bloody diarrhea,Cough and breathing difficulties,Diabetes,Critical
Difficulties in stooling,Tired,Frequent Infection,Rashes,Disorientation,Typhoid,Critical
Difficulties in stooling,Hunger,Headache,Bloody diarrhea,Disorientation,Typhoid,Critical
Painful Urination,Fever,Anal Itching and Pain,Rose spots,Cough and breathing difficulties,Typhoid,Critical
Difficulties in stooling,Hunger,Anal Itching and Pain,Bloody diarrhea,Severe pelvic pain,Gonorrhea,Critical
Difficulties in stooling,Tired,Anal Itching and Pain,Rose spots,Severe pelvic pain,Gonorrhea,Critical
Difficulties in stooling,Urge to urinate,Muscle Aches,Swollen testicles,Severe pelvic pain,Gonorrhea,Critical
Painful Urination,Hunger,Muscle Aches,Rashes,Disorientation,Typhoid,Critical
Difficulties in stooling,Hunger,Headache,Excessive Urination and Thirst,Confusion,Diabetes,Critical
Painful Urination,Fever,Headache,Rose spots,Seizures,Typhoid,Critical
Frequent Urination,Hunger,Abdominal Pain,Swollen testicles,Seizures,Diabetes,Critical
Frequent Urination,Fever,Headache,Rashes,Seizures,Diabetes,Critical
Frequent Urination,Hunger,Headache,Rose spots,Seizures,Diabetes,Critical
"Yellow,green discharge",Tired,Muscle Aches,Rashes,Seizures,Typhoid,Critical
Frequent Urination,Fever,Blurred Vision,Rashes,Disorientation,Diabetes,Critical
"Yellow,green discharge",Tired,Swollen genitals,Swollen testicles,Disorientation,Typhoid,Critical
Painful Urination,Fever,Muscle Aches,Rashes,Severe pelvic pain,Gonorrhea,Critical
Frequent Urination,Urge to urinate,Frequent Infection,Rashes,Cough and breathing difficulties,Diabetes,Critical
"Yellow,green discharge",Urge to urinate,Frequent Infection,Swollen testicles,Cough and breathing difficulties,Gonorrhea,Critical
Painful Urination,Fever,Blurred Vision,Excessive Urination and Thirst,Confusion,Diabetes,Critical
Frequent Urination,Tired,Headache,Bloody diarrhea,Cough and breathing difficulties,Diabetes,Critical
Frequent Urination,Tired,Blurred Vision,Rose spots,Severe pelvic pain,Diabetes,Critical
Frequent Urination,Tired,Headache,Swollen testicles,Confusion,Diabetes,Critical
Difficulties in stooling,Urge to urinate,Abdominal Pain,Rose spots,Disorientation,Gonorrhea,Critical
Difficulties in stooling,Hunger,Swollen genitals,Rose spots,Cough and breathing difficulties,Typhoid,Critical
"Yellow,green discharge",Tired,Muscle Aches,Rose spots,Slow heart rate and pulse,Typhoid,Critical
Frequent Urination,Tired,Blurred Vision,Rose spots,Cough and breathing difficulties,Diabetes,Critical
Frequent Urination,Fever,Headache,Swollen testicles,Slow heart rate and pulse,Diabetes,Critical
"Yellow,green discharge",Tired,Abdominal Pain,Bloody diarrhea,Seizures,Typhoid,Critical
Painful Urination,Fever,Blurred Vision,Bloody diarrhea,Seizures,Typhoid,Critical
"Yellow,green discharge",Tired,Anal Itching and Pain,Bloody diarrhea,Slow heart rate and pulse,Typhoid,Critical
Frequent Urination,Tired,Frequent Infection,Swollen testicles,Cough and breathing difficulties,Diabetes,Critical
"Yellow,green discharge",Fever,Swollen genitals,Bloody diarrhea,Severe pelvic pain,Gonorrhea,Critical
Painful Urination,Urge to urinate,Frequent Infection,Excessive Urination and Thirst,Slow heart rate and pulse,Diabetes,Critical
Difficulties in stooling,Urge to urinate,Abdominal Pain,Bloody diarrhea,Cough and breathing difficulties,Gonorrhea,Critical
Frequent Urination,Urge to urinate,Muscle Aches,Excessive Urination and Thirst,Severe pelvic pain,Diabetes,Critical
"Yellow,green discharge",Fever,Blurred Vision,Swollen testicles,Confusion,Typhoid,Critical
"Yellow,green discharge",Urge to urinate,Abdominal Pain,Excessive Urination and Thirst,Severe pelvic pain,Diabetes,Critical
Frequent Urination,Hunger,Anal Itching and Pain,Bloody diarrhea,Cough and breathing difficulties,Diabetes,Critical
Difficulties in stooling,Hunger,Headache,Swollen testicles,Slow heart rate and pulse,Typhoid,Critical
Difficulties in stooling,Fever,Swollen genitals,Excessive Urination and Thirst,Seizures,Diabetes,Critical
"Yellow,green discharge",Fever,Blurred Vision,Swollen testicles,Severe pelvic pain,Gonorrhea,Critical
"Yellow,green discharge",Tired,Frequent Infection,Rose spots,Slow heart rate and pulse,Typhoid,Critical
Frequent Urination,Hunger,Swollen genitals,Bloody diarrhea,Cough and breathing difficulties,Diabetes,Critical
"Yellow,green discharge",Urge to urinate,Blurred Vision,Rose spots,Confusion,Gonorrhea,Critical
Painful Urination,Urge to urinate,Headache,Rose spots,Confusion,Gonorrhea,Critical
Frequent Urination,Urge to urinate,Muscle Aches,Swollen testicles,Cough and breathing difficulties,Diabetes,Critical
Frequent Urination,Tired,Swollen genitals,Swollen testicles,Slow heart rate and pulse,Diabetes,Critical
Difficulties in stooling,Tired,Abdominal Pain,Swollen testicles,Seizures,Typhoid,Critical
Difficulties in stooling,Urge to urinate,Frequent Infection,Excessive Urination and Thirst,Seizures,Diabetes,Critical
Difficulties in stooling,Tired,Headache,Bloody diarrhea,Severe pelvic pain,Gonorrhea,Critical
Painful Urination,Fever,Frequent Infection,Rose spots,Seizures,Typhoid,Critical
Difficulties in stooling,Urge to urinate,Frequent Infection,Rashes,Slow heart rate and pulse,Gonorrhea,Critical
"Yellow,green discharge",Hunger,Swollen genitals,Rashes,Cough and breathing difficulties,Typhoid,Critical
"Yellow,green discharge",Fever,Abdominal Pain,Excessive Urination and Thirst,Severe pelvic pain,Diabetes,Critical
Painful Urination,Fever,Headache,Rose spots,Cough and breathing difficulties,Typhoid,Critical
Difficulties in stooling,Tired,Blurred Vision,Swollen testicles,Severe pelvic pain,Gonorrhea,Critical
Frequent Urination,Urge to urinate,Muscle Aches,Rashes,Cough and breathing difficulties,Diabetes,Critical
Frequent Urination,Hunger,Abdominal Pain,Excessive Urination and Thirst,Cough and breathing difficulties,Diabetes,Critical
"Yellow,green discharge",Tired,Frequent Infection,Excessive Urination and Thirst,Confusion,Diabetes,Critical
Painful Urination,Hunger,Swollen genitals,Rose spots,Seizures,Typhoid,Critical
Difficulties in stooling,Urge to urinate,Anal Itching and Pain,Bloody diarrhea,Confusion,Gonorrhea,Critical
Difficulties in stooling,Hunger,Swollen genitals,Excessive Urination and Thirst,Cough and breathing difficulties,Diabetes,Critical
Difficulties in stooling,Tired,Abdominal Pain,Rose spots,Cough and breathing difficulties,Typhoid,Critical
"Yellow,green discharge",Fever,Muscle Aches,Rashes,Seizures,Typhoid,Critical
Difficulties in stooling,Fever,Frequent Infection,Excessive Urination and Thirst,Slow heart rate and pulse,Diabetes,Critical
Frequent Urination,Urge to urinate,Swollen genitals,Bloody diarrhea,Disorientation,Diabetes,Critical
Difficulties in stooling,Hunger,Abdominal Pain,Bloody diarrhea,Slow heart rate and pulse,Typhoid,Critical
Difficulties in stooling,Tired,Abdominal Pain,Rose spots,Slow heart rate and pulse,Typhoid,Critical
Painful Urination,Hunger,Muscle Aches,Bloody diarrhea,Seizures,Typhoid,Critical
"Yellow,green discharge",Urge to urinate,Abdominal Pain,Rashes,Slow heart rate and pulse,Gonorrhea,Critical
Difficulties in stooling,Fever,Abdominal Pain,Rashes,Seizures,Typhoid,Critical
Painful Urination,Tired,Headache,Rose spots,Slow heart rate and pulse,Typhoid,Critical
Difficulties in stooling,Hunger,Anal Itching and Pain,Rashes,Slow heart rate and pulse,Typhoid,Critical
Painful Urination,Tired,Abdominal Pain,Swollen testicles,Severe pelvic pain,Gonorrhea,Critical
"Yellow,green discharge",Urge to urinate,Blurred Vision,Excessive Urination and Thirst,Cough and breathing difficulties,Diabetes,Critical
Painful Urination,Urge to urinate,Headache,Rashes,Severe pelvic pain,Gonorrhea,Critical
Frequent Urination,Tired,Blurred Vision,Swollen testicles,Severe pelvic pain,Diabetes,Critical
Painful Urination,Urge to urinate,Swollen genitals,Swollen testicles,Severe pelvic pain,Gonorrhea,Critical
"Yellow,green discharge",Fever,Abdominal Pain,Rashes,Disorientation,Typhoid,Critical
Painful Urination,Fever,Blurred Vision,Rashes,Disorientation,Typhoid,Critical
"Yellow,green discharge",Hunger,Blurred Vision,Swollen testicles,Slow heart rate and pulse,Typhoid,Critical
Frequent Urination,Hunger,Muscle Aches,Excessive Urination and Thirst,Disorientation,Diabetes,Critical
